trade_date,ic,rankic,n,ic_rolling20,rankic_rolling20
2025-03-10,0.9938821280839595,1.0,3,-0.1148713133699331,-0.05
2025-03-11,-0.8810640877675521,-1.0,3,-0.11217362774399726,-0.05
2025-03-12,-0.3392507408092955,-0.5,3,-0.16561368504477625,-0.1
2025-03-13,-0.7199295480645796,-1.0,3,-0.24501742264420864,-0.175
2025-03-14,0.9973541882695879,1.0,3,-0.1997965634253329,-0.1
2025-03-17,-0.027241516582447344,0.5,3,-0.16667354856697997,-0.05
2025-03-18,-0.7005823071844922,-0.5,3,-0.18235854742489618,-0.05
2025-03-19,-0.47372882836676633,-0.5,3,-0.23950342999909346,-0.1
2025-03-20,-0.9634834010236802,-1.0,3,-0.2805798944899476,-0.175
2025-03-21,0.028589235549148613,0.5,3,-0.32881955582678574,-0.2
2025-03-24,0.9568232866712607,0.5,3,-0.23889288692422594,-0.125
2025-03-25,-0.6687765004546927,-0.5,3,-0.2232008288290893,-0.125
2025-03-26,-0.006270122546098494,-0.5,3,-0.17936667762356448,-0.125
2025-03-27,-0.8599330522534193,-1.0,3,-0.19052710334338144,-0.15
2025-03-28,-0.7149736827171017,-0.5,3,-0.2628669397467086,-0.225
2025-03-31,0.24599209057462543,0.5,3,-0.20135942208105476,-0.15
2025-04-01,0.9560463439484566,0.5,3,-0.14240481432938684,-0.15
2025-04-02,-0.5531996840095994,-0.5,3,-0.14511663746891434,-0.15
2025-04-03,-0.5252061479448757,-0.5,3,-0.18851368776754468,-0.2
2025-04-07,0.2373520330765133,-0.5,3,-0.15088001567755244,-0.2
2025-04-08,0.8777909733277068,0.5,3,-0.15668457341536507,-0.225
2025-04-09,-0.20481138748246844,0.5,3,-0.12287193840111088,-0.15
2025-04-10,0.9874837191878488,1.0,3,-0.056535215401253655,-0.075
2025-04-11,0.15430789244236826,-0.5,3,-0.012823343375906269,-0.05
2025-04-14,0.6912117658131535,0.5,3,-0.028130464498727987,-0.075
2025-04-15,0.9961665522191269,1.0,3,0.02303993894135072,-0.05
2025-04-16,0.9775017896883454,1.0,3,0.10694414378499259,0.025
2025-04-17,0.4262419811168497,0.5,3,0.1519426842591734,0.075
2025-04-18,0.984823233963555,1.0,3,0.2493580160085352,0.175
2025-04-21,-0.7495828510119872,-0.5,3,0.2104494116804784,0.125
2025-04-22,0.5553476914415321,0.5,3,0.19037563191899193,0.125
2025-04-23,-0.9618932132805265,-1.0,3,0.17571979627770026,0.1
2025-04-24,-0.7201083543277566,-1.0,3,0.14002788468861735,0.075
2025-04-25,-0.3903803598437906,-0.5,3,0.1635055193090988,0.1
2025-04-28,0.7071577685046586,1.0,3,0.23461209187018678,0.175
2025-04-29,0.8580617183471728,0.5,3,0.2652155732588142,0.175
2025-04-30,0.23246207448728345,0.5,3,0.2290363597857555,0.175
2025-05-06,-0.08175973952180315,0.5,3,0.25260835701014533,0.225
2025-05-07,0.4563865526418023,-0.5,3,0.30168799203947927,0.225
2025-05-08,0.8673633936562022,1.0,3,0.3331885600684637,0.3
2025-05-09,-0.7605393191006034,-1.0,3,0.2512720454470482,0.225
2025-05-12,0.9238712045176322,1.0,3,0.3077061750470532,0.25
2025-05-13,-0.9694849155702475,-1.0,3,0.20985774330914836,0.15
2025-05-14,-0.272519317869229,-0.5,3,0.1885163827935685,0.15
2025-05-15,0.971625052914258,1.0,3,0.20253704714862378,0.175
2025-05-16,-0.9765193567027308,-1.0,3,0.10390275170253087,0.075
2025-05-19,0.593197534955388,0.5,3,0.08468753896588299,0.05
2025-05-20,0.4187916361842797,0.5,3,0.0843150217192545,0.05
2025-05-21,-0.9448772130039985,-0.5,3,-0.012170000629123184,-0.025
2025-05-22,0.029950172356003887,0.5,3,0.026806650539276368,0.025
2025-05-23,-0.9958469885170648,-1.0,3,-0.05075308345865348,-0.05
2025-05-26,0.3661033188397851,0.5,3,0.015646743147362103,0.025
2025-05-27,0.877378615502078,1.0,3,0.09552109163885383,0.125
2025-05-28,-0.44623898390629335,-0.5,3,0.0927281604357287,0.125
2025-05-29,-0.8691604344437573,-1.0,3,0.013912250288307898,0.025
2025-05-30,-0.9888712587487147,-1.0,3,-0.07843439856648649,-0.05
2025-06-03,0.992721221467999,1.0,3,-0.040421441217450706,-0.025
2025-06-04,-0.612796131866113,-0.5,3,-0.0669732608346662,-0.075
2025-06-05,0.7833126530003154,0.5,3,-0.05062695581674055,-0.025
2025-06-06,-0.3188685454791222,-0.5,3,-0.10993855277350677,-0.1
2025-06-09,-0.9885782514389907,-1.0,3,-0.12134049939042613,-0.1
2025-06-10,-0.5866328302549199,-0.5,3,-0.19686570112905374,-0.175
2025-06-11,-0.8987355087891582,-0.5,3,-0.19332823078999928,-0.15
2025-06-12,0.23724235503851437,0.5,3,-0.1678401471446121,-0.1
2025-06-13,0.2506292678383601,0.5,3,-0.20388993639840697,-0.125
2025-06-16,-0.8600531873214491,-1.0,3,-0.1980666279293429,-0.125
2025-06-17,-0.01106632409056602,-0.5,3,-0.22827982088164064,-0.175
2025-06-18,-0.4815415618459426,-0.5,3,-0.2732964807831517,-0.225
2025-06-19,-0.5748491945067645,-0.5,3,-0.25479507985829003,-0.225
2025-06-20,-0.7079409178193738,-0.5,3,-0.29168963436705886,-0.275
2025-06-23,-0.5589132488486844,-0.5,3,-0.26984294738363984,-0.25
2025-06-24,-0.4964244008771473,-0.5,3,-0.3129693333694865,-0.3
2025-06-25,-0.3743239974635919,0.5,3,-0.37555446401777004,-0.325
2025-06-26,0.9782653408741213,1.0,3,-0.30432924777874926,-0.25
2025-06-27,0.5943236283789156,0.5,3,-0.2311550446376156,-0.175
2025-06-30,0.2921013695754012,0.5,3,-0.16710641322140982,-0.1
2025-07-01,-0.9972486206308971,-1.0,3,-0.26660490532635467,-0.2
2025-07-02,0.9961581752633465,1.0,3,-0.18615718996988168,-0.125
2025-07-03,-0.5281528839884877,-0.5,3,-0.2517304668193218,-0.175
2025-07-04,0.013911640208267144,0.5,3,-0.2350914575349523,-0.125
2025-07-07,-0.3889378921907545,-0.5,3,-0.20510943957254052,-0.1
2025-07-08,0.49252203493391533,0.5,3,-0.15115169631309877,-0.05
2025-07-09,0.6511808758349639,0.5,3,-0.07365587708189267,0.0
2025-07-10,-0.11746230088378265,-0.5,3,-0.09139110987800754,-0.05
2025-07-11,-0.699906974444692,-0.5,3,-0.13891792199216013,-0.1
2025-07-14,0.9257493780076317,0.5,3,-0.049627793725706096,-0.025
2025-07-15,-0.9131563604471986,-1.0,3,-0.09473229554353772,-0.05
2025-07-16,-0.7098586827538941,-1.0,3,-0.10614815158893529,-0.075
2025-07-17,-0.6352445276031556,-0.5,3,-0.10916791824375485,-0.075
2025-07-18,-0.5780282475560542,-0.5,3,-0.10267228473058887,-0.075
2025-07-21,-0.9136322456899695,-1.0,3,-0.12040823457265312,-0.1
2025-07-22,0.8364555213351144,0.5,3,-0.05376423846204004,-0.05
2025-07-23,-0.996959647865621,-1.0,3,-0.08489602098214148,-0.125
2025-07-24,0.6112694393900575,0.5,3,-0.10324581605634468,-0.15
2025-07-25,0.8636397268380702,1.0,3,-0.08978001113338696,-0.125
2025-07-28,0.551192970063102,0.5,3,-0.0768254311090019,-0.125
2025-07-29,0.708721598053667,0.5,3,0.008473079825226293,-0.05
2025-07-30,0.5121560335323792,0.5,3,-0.015727027261322073,-0.075
2025-07-31,-0.8419601625067791,-1.0,3,-0.031417391187236646,-0.1
2025-08-01,0.7901671969913107,0.5,3,0.0073953866519155306,-0.1
2025-08-04,-0.2825587842380809,-0.5,3,0.012714342049549215,-0.1
2025-08-05,0.5861659198538637,0.5,3,0.01739653629554663,-0.1
2025-08-06,-0.8364793316366811,-0.5,3,-0.05698647407803562,-0.15
2025-08-07,0.6578869707474962,0.5,3,-0.018219010496471667,-0.1
2025-08-08,0.45315223810313965,0.5,3,0.03943395013091991,-0.05
2025-08-11,-0.06952811122194692,-0.5,3,-0.01032992433055902,-0.1
2025-08-12,0.8624785405224455,0.5,3,0.07845182071792318,-0.025
2025-08-13,-0.7796722738799347,-0.5,3,0.07496114116162116,0.0
2025-08-14,-0.993194965364688,-1.0,3,0.05706361927354455,-0.025
2025-08-15,-0.47064815215004313,-0.5,3,0.0624326240438451,-0.025
2025-08-18,-0.7014727663343827,-0.5,3,0.07304059801162442,0.0
2025-08-19,-0.9836486852209732,-0.5,3,-0.017964612316179945,-0.05
2025-08-20,0.9116117927717672,0.5,3,0.07746395971568946,0.025
2025-08-21,-0.8595935814028777,-0.5,3,0.003920808676042703,-0.025
2025-08-22,0.6321924904919873,0.5,3,-0.007651553141261441,-0.05
2025-08-25,0.9740591752815773,0.5,3,0.013491757119662324,-0.05
2025-08-26,-0.9878337474059873,-1.0,3,-0.07133601015332039,-0.125
2025-08-27,0.4476282374459755,0.5,3,-0.07456239995764057,-0.125
2025-08-28,0.1931496371132336,0.5,3,-0.02280690997663994,-0.05
2025-08-29,0.9765016784367159,1.0,3,-0.013490185904369683,-0.025
2025-09-01,-0.4165671626794784,-0.5,3,-0.020190604826439553,-0.025
2025-09-02,0.9965135545624334,1.0,3,0.0003267769089889294,0.0
2025-09-03,0.9853284467933054,1.0,3,0.09141716583048827,0.075
2025-09-04,-0.2950679140463099,-0.5,3,0.04376942159079796,0.025
2025-09-05,-0.2103476189573502,-0.5,3,0.010594428737773462,-0.025
2025-09-08,0.17655703289883962,0.5,3,0.022898685943812787,0.025
2025-09-09,-0.16929082705289628,0.5,3,-0.028689782434954302,0.025
2025-09-10,0.7278274256090232,0.5,3,0.04668520253949359,0.075
2025-09-11,0.7889704808164387,1.0,3,0.13579347484854992,0.175
2025-09-12,-0.6976255218670081,-1.0,3,0.12444460636270167,0.15
2025-09-15,-0.01733503369603258,0.5,3,0.15865149299461917,0.2
2025-09-16,0.6783295875698366,0.5,3,0.24175040663415967,0.25
2025-09-17,0.722286295145835,0.5,3,0.23228413175286305,0.25
2025-09-18,0.8748684777892733,0.5,3,0.31900723471247067,0.3
2025-09-19,-0.16333378864185474,-0.5,3,0.2792309207557785,0.25
2025-09-22,0.37911992462711364,0.5,3,0.24948395822305533,0.25
2025-09-23,-0.8576777591825893,-0.5,3,0.25599175763422527,0.275
2025-09-24,-0.10079512831493981,-0.5,3,0.22857058934617944,0.225
2025-09-25,0.21563178787267026,0.5,3,0.22969469688415128,0.225
2025-09-26,-0.5734607822049327,-0.5,3,0.1521965738520689,0.15
2025-09-29,-0.08272701680169678,0.5,3,0.16888858114595798,0.2
2025-09-30,0.8464147410387753,0.5,3,0.16138364046977505,0.175
2025-10-09,0.18365133111231852,0.5,3,0.1212997846857257,0.15
2025-10-10,0.07481217679300184,0.5,3,0.13979378922769128,0.2
2025-10-13,0.8865024328525527,1.0,3,0.19463629181818645,0.275
2025-10-14,-0.9407840885712596,-1.0,3,0.13876923574468147,0.2
2025-10-15,0.06220594063987451,0.5,3,0.15034407412932,0.2
2025-10-16,-0.018046843531965555,-0.5,3,0.11305036067227056,0.15
2025-10-17,-0.7332333955957244,-0.5,3,0.036940166851662425,0.075
2025-10-20,-0.2552848338876908,0.5,3,0.059057201250628286,0.15
2025-10-21,-0.04452078979413869,-0.5,3,0.05769791344572298,0.1
2025-10-22,0.03751489562668801,0.5,3,0.025657178848565547,0.1
2025-10-23,0.9690134978052071,1.0,3,0.03799353898153415,0.125
2025-10-24,0.9993810792751417,1.0,3,0.044219169055827574,0.15
2025-10-27,-0.9978950970233049,-1.0,3,0.0024911036367550655,0.125
2025-10-28,-0.5479749361935415,-0.5,3,-0.04386363940427769,0.075
2025-10-29,-0.9933150979290454,-1.0,3,-0.0506455063416005,0.05
2025-10-30,-0.019965238225600847,0.5,3,-0.04660401183713355,0.1
2025-10-31,-0.4703409521787122,-0.5,3,-0.08090264883970268,0.05
2025-11-03,-0.46271901077707994,-0.5,3,-0.07536556026831005,0.05
2025-11-04,0.28713659926662416,-0.5,3,-0.056872379464893985,0.0
2025-11-05,0.10217448902745002,-0.5,3,-0.09408439206546027,-0.05
2025-11-06,-0.8250244102411157,-1.0,3,-0.14451817913313197,-0.125
2025-11-07,0.4475313633461046,0.5,3,-0.12588221980547684,-0.125
2025-11-10,0.4391755300228076,0.5,3,-0.1482485649469641,-0.15
2025-11-11,0.8061053137603553,0.5,3,-0.06090409483038335,-0.075
2025-11-12,-0.9621940184495743,-1.0,3,-0.11212409278485577,-0.15
2025-11-13,-0.19656169551551547,-0.5,3,-0.12104983538403329,-0.15
2025-11-14,-0.5485004127197776,-0.5,3,-0.11181318624023592,-0.15
2025-11-17,-0.9510287864680198,-1.0,3,-0.1466003838692524,-0.225
2025-11-18,0.9999732313682689,1.0,3,-0.094375682811132,-0.15
2025-11-19,-0.7865630177096079,-0.5,3,-0.13557957847794683,-0.2
2025-11-20,0.4580454106804434,0.5,3,-0.161127982834185,-0.225
2025-11-21,0.9523983737902425,0.5,3,-0.16347711810842996,-0.25
2025-11-24,-0.5771810784883619,-0.5,3,-0.1424414171816828,-0.225
2025-11-25,-0.9968413800686386,-1.0,3,-0.16488473937543766,-0.25
2025-11-26,-0.7945641660104147,-1.0,3,-0.15494719277950614,-0.25
2025-11-27,0.6536830029225472,0.5,3,-0.12126478072209872,-0.25
2025-11-28,-0.9755260132147073,-1.0,3,-0.14652403377389847,-0.275
2025-12-01,-0.8580311973130571,-0.5,3,-0.16628964310069733,-0.275
2025-12-02,0.9158749319183538,1.0,3,-0.13485272646811083,-0.2
2025-12-03,0.5932949535769068,0.5,3,-0.11029670324063803,-0.15
2025-12-04,0.06082787763253849,0.5,3,-0.0660040888469553,-0.075
2025-12-05,0.7522044284592675,0.5,3,-0.050770435591297146,-0.075
2025-12-08,0.16837631151530966,0.5,3,-0.06431039651667204,-0.075
2025-12-09,0.9148829416007368,1.0,3,-0.058871515124652975,-0.05
2025-12-10,0.9999803988385245,1.0,3,0.039237205739751965,0.05
2025-12-11,-0.9963723172693963,-1.0,3,-0.0007533253479420742,0.025
2025-12-12,0.31842582503523925,0.5,3,0.042592986539808766,0.075
2025-12-15,-0.6952692445468958,-0.5,3,0.05538096363586496,0.1
2025-12-16,0.3679430800319414,0.5,3,0.023779456069048594,0.075
2025-12-17,-0.7704833277189506,-0.5,3,0.024583440568581465,0.075
2025-12-18,0.9652783177875219,1.0,3,0.04994508592393539,0.1
