ticker,trade_date,ticker_code,VaR_1pct
600000.SH,2024-04-25,600000,-0.023541272794754445
600000.SH,2024-05-01,600000,-0.023541272794754445
600000.SH,2024-05-02,600000,-0.023541272794754445
600000.SH,2024-05-03,600000,-0.023541272794754445
600000.SH,2024-05-04,600000,-0.023541272794754445
600000.SH,2024-05-05,600000,-0.023541272794754445
600000.SH,2024-05-08,600000,-0.023541272794754445
600000.SH,2024-05-09,600000,-0.023541272794754445
600000.SH,2024-05-10,600000,-0.023541272794754445
600000.SH,2024-05-11,600000,-0.023541272794754445
600000.SH,2024-05-12,600000,-0.023541272794754445
600000.SH,2024-05-15,600000,-0.023541272794754445
600000.SH,2024-05-16,600000,-0.023541272794754445
600000.SH,2024-05-17,600000,-0.023541272794754445
600000.SH,2024-05-18,600000,-0.023541272794754445
600000.SH,2024-05-19,600000,-0.023541272794754445
600000.SH,2024-05-22,600000,-0.023541272794754445
600000.SH,2024-05-23,600000,-0.023541272794754445
600000.SH,2024-05-24,600000,-0.023541272794754445
600000.SH,2024-05-25,600000,-0.023541272794754445
600000.SH,2024-05-26,600000,-0.02869060905801351
600000.SH,2024-05-29,600000,-0.02869060905801351
600000.SH,2024-05-30,600000,-0.02869060905801351
600000.SH,2024-05-31,600000,-0.02869060905801351
600000.SH,2024-06-01,600000,-0.02869060905801351
600000.SH,2024-06-02,600000,-0.02869060905801351
600000.SH,2024-06-06,600000,-0.02869060905801351
600000.SH,2024-06-07,600000,-0.02869060905801351
600000.SH,2024-06-08,600000,-0.02869060905801351
600000.SH,2024-06-09,600000,-0.02869060905801351
600000.SH,2024-06-12,600000,-0.02869060905801351
600000.SH,2024-06-13,600000,-0.02869060905801351
600000.SH,2024-06-14,600000,-0.02869060905801351
600000.SH,2024-06-15,600000,-0.02869060905801351
600000.SH,2024-06-16,600000,-0.02869060905801351
600000.SH,2024-06-19,600000,-0.02869060905801351
600000.SH,2024-06-20,600000,-0.02869060905801351
600000.SH,2024-06-21,600000,-0.02869060905801351
600000.SH,2024-06-22,600000,-0.02869060905801351
600000.SH,2024-06-23,600000,-0.02869060905801351
600000.SH,2024-06-26,600000,-0.023010303624573538
600000.SH,2024-06-27,600000,-0.023010303624573538
600000.SH,2024-06-28,600000,-0.023010303624573538
600000.SH,2024-06-29,600000,-0.023010303624573538
600000.SH,2024-06-30,600000,-0.023010303624573538
600000.SH,2024-07-03,600000,-0.023010303624573538
600000.SH,2024-07-04,600000,-0.023010303624573538
600000.SH,2024-07-05,600000,-0.023010303624573538
600000.SH,2024-07-06,600000,-0.023010303624573538
600000.SH,2024-07-07,600000,-0.023010303624573538
600000.SH,2024-07-10,600000,-0.023010303624573538
600000.SH,2024-07-11,600000,-0.023010303624573538
600000.SH,2024-07-12,600000,-0.023010303624573538
600000.SH,2024-07-13,600000,-0.023010303624573538
600000.SH,2024-07-14,600000,-0.023010303624573538
600000.SH,2024-07-17,600000,-0.023010303624573538
600000.SH,2024-07-18,600000,-0.023010303624573538
600000.SH,2024-07-19,600000,-0.023010303624573538
600000.SH,2024-07-20,600000,-0.023010303624573538
600000.SH,2024-07-21,600000,-0.023010303624573538
600000.SH,2024-07-24,600000,-0.03321124643257534
600000.SH,2024-07-25,600000,-0.03321124643257534
600000.SH,2024-07-26,600000,-0.03321124643257534
600000.SH,2024-07-27,600000,-0.03321124643257534
600000.SH,2024-07-28,600000,-0.03321124643257534
600000.SH,2024-07-31,600000,-0.03321124643257534
600000.SH,2024-08-01,600000,-0.03321124643257534
600000.SH,2024-08-02,600000,-0.03321124643257534
600000.SH,2024-08-03,600000,-0.03321124643257534
600000.SH,2024-08-04,600000,-0.03321124643257534
600000.SH,2024-08-07,600000,-0.03321124643257534
600000.SH,2024-08-08,600000,-0.03321124643257534
600000.SH,2024-08-09,600000,-0.03321124643257534
600000.SH,2024-08-10,600000,-0.03321124643257534
600000.SH,2024-08-11,600000,-0.03321124643257534
600000.SH,2024-08-14,600000,-0.03321124643257534
600000.SH,2024-08-15,600000,-0.03321124643257534
600000.SH,2024-08-16,600000,-0.03321124643257534
600000.SH,2024-08-17,600000,-0.03321124643257534
600000.SH,2024-08-18,600000,-0.03321124643257534
600000.SH,2024-08-21,600000,-0.02936975420709135
600000.SH,2024-08-22,600000,-0.02936975420709135
600000.SH,2024-08-23,600000,-0.02936975420709135
600000.SH,2024-08-24,600000,-0.02936975420709135
600000.SH,2024-08-25,600000,-0.02936975420709135
600000.SH,2024-08-28,600000,-0.02936975420709135
600000.SH,2024-08-29,600000,-0.02936975420709135
600000.SH,2024-08-30,600000,-0.02936975420709135
600000.SH,2024-08-31,600000,-0.02936975420709135
600000.SH,2024-09-01,600000,-0.02936975420709135
600000.SH,2024-09-04,600000,-0.02936975420709135
600000.SH,2024-09-05,600000,-0.02936975420709135
600000.SH,2024-09-06,600000,-0.02936975420709135
600000.SH,2024-09-07,600000,-0.02936975420709135
600000.SH,2024-09-08,600000,-0.02936975420709135
600000.SH,2024-09-13,600000,-0.02936975420709135
600000.SH,2024-09-14,600000,-0.02936975420709135
600000.SH,2024-09-15,600000,-0.02936975420709135
600000.SH,2024-09-18,600000,-0.02936975420709135
600000.SH,2024-09-19,600000,-0.02936975420709135
600000.SH,2024-09-20,600000,-0.04548462540905708
600000.SH,2024-09-21,600000,-0.04548462540905708
600000.SH,2024-09-22,600000,-0.04548462540905708
600000.SH,2024-09-25,600000,-0.04548462540905708
600000.SH,2024-10-03,600000,-0.04548462540905708
600000.SH,2024-10-04,600000,-0.04548462540905708
600000.SH,2024-10-05,600000,-0.04548462540905708
600000.SH,2024-10-06,600000,-0.04548462540905708
600000.SH,2024-10-09,600000,-0.04548462540905708
600000.SH,2024-10-10,600000,-0.04548462540905708
600000.SH,2024-10-11,600000,-0.04548462540905708
600000.SH,2024-10-12,600000,-0.04548462540905708
600000.SH,2024-10-13,600000,-0.04548462540905708
600000.SH,2024-10-16,600000,-0.04548462540905708
600000.SH,2024-10-17,600000,-0.04548462540905708
600000.SH,2024-10-18,600000,-0.04548462540905708
600000.SH,2024-10-19,600000,-0.04548462540905708
600000.SH,2024-10-20,600000,-0.04548462540905708
600000.SH,2024-10-23,600000,-0.04548462540905708
600000.SH,2024-10-24,600000,-0.04548462540905708
600000.SH,2024-10-25,600000,-0.02880275155047688
600000.SH,2024-10-26,600000,-0.02880275155047688
600000.SH,2024-10-27,600000,-0.02880275155047688
600000.SH,2024-10-30,600000,-0.02880275155047688
600000.SH,2024-10-31,600000,-0.02880275155047688
600000.SH,2024-11-01,600000,-0.02880275155047688
600000.SH,2024-11-02,600000,-0.02880275155047688
600000.SH,2024-11-03,600000,-0.02880275155047688
600000.SH,2024-11-06,600000,-0.02880275155047688
600000.SH,2024-11-07,600000,-0.02880275155047688
600000.SH,2024-11-08,600000,-0.02880275155047688
600000.SH,2024-11-09,600000,-0.02880275155047688
600000.SH,2024-11-10,600000,-0.02880275155047688
600000.SH,2024-11-13,600000,-0.02880275155047688
600000.SH,2024-11-14,600000,-0.02880275155047688
600000.SH,2024-11-15,600000,-0.02880275155047688
600000.SH,2024-11-16,600000,-0.02880275155047688
600000.SH,2024-11-17,600000,-0.02880275155047688
600000.SH,2024-11-20,600000,-0.02880275155047688
600000.SH,2024-11-21,600000,-0.02880275155047688
600000.SH,2024-11-22,600000,-0.03775398480291141
600000.SH,2024-11-23,600000,-0.03775398480291141
600000.SH,2024-11-24,600000,-0.03775398480291141
600000.SH,2024-11-27,600000,-0.03775398480291141
600000.SH,2024-11-28,600000,-0.03775398480291141
600000.SH,2024-11-29,600000,-0.03775398480291141
600000.SH,2024-11-30,600000,-0.03775398480291141
600000.SH,2024-12-01,600000,-0.03775398480291141
600000.SH,2024-12-04,600000,-0.03775398480291141
600000.SH,2024-12-05,600000,-0.03775398480291141
600000.SH,2024-12-06,600000,-0.03775398480291141
600000.SH,2024-12-07,600000,-0.03775398480291141
600000.SH,2024-12-08,600000,-0.03775398480291141
600000.SH,2024-12-11,600000,-0.03775398480291141
600000.SH,2024-12-12,600000,-0.03775398480291141
600000.SH,2024-12-13,600000,-0.03775398480291141
600000.SH,2024-12-14,600000,-0.03775398480291141
600000.SH,2024-12-15,600000,-0.03775398480291141
600000.SH,2024-12-18,600000,-0.03775398480291141
600000.SH,2024-12-19,600000,-0.03775398480291141
600000.SH,2024-12-20,600000,-0.04213618257284282
600000.SH,2024-12-21,600000,-0.04213618257284282
600000.SH,2024-12-22,600000,-0.04213618257284282
600000.SH,2024-12-25,600000,-0.04213618257284282
600000.SH,2024-12-26,600000,-0.04213618257284282
600000.SH,2024-12-28,600000,-0.04213618257284282
600000.SH,2024-12-29,600000,-0.04213618257284282
600000.SH,2025-01-01,600000,-0.04213618257284282
600000.SH,2025-01-02,600000,-0.04213618257284282
600000.SH,2025-01-03,600000,-0.04213618257284282
600000.SH,2025-01-04,600000,-0.04213618257284282
600000.SH,2025-01-05,600000,-0.04213618257284282
600000.SH,2025-01-08,600000,-0.04213618257284282
600000.SH,2025-01-09,600000,-0.04213618257284282
600000.SH,2025-01-10,600000,-0.04213618257284282
600000.SH,2025-01-11,600000,-0.04213618257284282
600000.SH,2025-01-12,600000,-0.04213618257284282
600000.SH,2025-01-15,600000,-0.04213618257284282
600000.SH,2025-01-16,600000,-0.04213618257284282
600000.SH,2025-01-17,600000,-0.04213618257284282
600000.SH,2025-01-18,600000,-0.036416073597377106
600000.SH,2025-01-19,600000,-0.036416073597377106
600000.SH,2025-01-22,600000,-0.036416073597377106
600000.SH,2025-01-31,600000,-0.036416073597377106
600000.SH,2025-02-01,600000,-0.036416073597377106
600000.SH,2025-02-02,600000,-0.036416073597377106
600000.SH,2025-02-05,600000,-0.036416073597377106
600000.SH,2025-02-06,600000,-0.036416073597377106
600000.SH,2025-02-07,600000,-0.036416073597377106
600000.SH,2025-02-08,600000,-0.036416073597377106
600000.SH,2025-02-09,600000,-0.036416073597377106
600000.SH,2025-02-12,600000,-0.036416073597377106
600000.SH,2025-02-13,600000,-0.036416073597377106
600000.SH,2025-02-14,600000,-0.036416073597377106
600000.SH,2025-02-15,600000,-0.036416073597377106
600000.SH,2025-02-16,600000,-0.036416073597377106
600000.SH,2025-02-19,600000,-0.036416073597377106
600000.SH,2025-02-20,600000,-0.036416073597377106
600000.SH,2025-02-21,600000,-0.036416073597377106
600000.SH,2025-02-22,600000,-0.036416073597377106
600000.SH,2025-02-23,600000,-0.02909210041614867
600000.SH,2025-02-26,600000,-0.02909210041614867
600000.SH,2025-02-27,600000,-0.02909210041614867
600000.SH,2025-02-28,600000,-0.02909210041614867
600000.SH,2025-03-01,600000,-0.02909210041614867
600000.SH,2025-03-02,600000,-0.02909210041614867
600000.SH,2025-03-05,600000,-0.02909210041614867
600000.SH,2025-03-06,600000,-0.02909210041614867
600000.SH,2025-03-07,600000,-0.02909210041614867
600000.SH,2025-03-08,600000,-0.02909210041614867
600000.SH,2025-03-09,600000,-0.02909210041614867
600000.SH,2025-03-12,600000,-0.02909210041614867
600000.SH,2025-03-13,600000,-0.02909210041614867
600000.SH,2025-03-14,600000,-0.02909210041614867
600000.SH,2025-03-15,600000,-0.02909210041614867
600000.SH,2025-03-16,600000,-0.02909210041614867
600000.SH,2025-03-19,600000,-0.02909210041614867
600000.SH,2025-03-20,600000,-0.02909210041614867
600000.SH,2025-03-21,600000,-0.02909210041614867
600000.SH,2025-03-22,600000,-0.02909210041614867
600000.SH,2025-03-23,600000,-0.029224434944822564
600000.SH,2025-03-26,600000,-0.029224434944822564
600000.SH,2025-03-27,600000,-0.029224434944822564
600000.SH,2025-03-28,600000,-0.029224434944822564
600000.SH,2025-03-29,600000,-0.029224434944822564
600000.SH,2025-04-02,600000,-0.029224434944822564
600000.SH,2025-04-03,600000,-0.029224434944822564
600000.SH,2025-04-04,600000,-0.029224434944822564
600000.SH,2025-04-05,600000,-0.029224434944822564
600000.SH,2025-04-06,600000,-0.029224434944822564
600000.SH,2025-04-09,600000,-0.029224434944822564
600000.SH,2025-04-10,600000,-0.029224434944822564
600000.SH,2025-04-11,600000,-0.029224434944822564
600000.SH,2025-04-12,600000,-0.029224434944822564
600000.SH,2025-04-13,600000,-0.029224434944822564
600000.SH,2025-04-16,600000,-0.029224434944822564
600000.SH,2025-04-17,600000,-0.029224434944822564
600000.SH,2025-04-18,600000,-0.029224434944822564
600000.SH,2025-04-19,600000,-0.029224434944822564
600000.SH,2025-04-20,600000,-0.029224434944822564
600000.SH,2025-04-23,600000,-0.0350201001676475
600000.SH,2025-04-24,600000,-0.0350201001676475
600000.SH,2025-04-25,600000,-0.0350201001676475
600000.SH,2025-05-01,600000,-0.0350201001676475
600000.SH,2025-05-02,600000,-0.0350201001676475
600000.SH,2025-05-03,600000,-0.0350201001676475
600000.SH,2025-05-04,600000,-0.0350201001676475
600000.SH,2025-05-07,600000,-0.0350201001676475
600000.SH,2025-05-08,600000,-0.0350201001676475
600000.SH,2025-05-09,600000,-0.0350201001676475
600000.SH,2025-05-10,600000,-0.0350201001676475
600000.SH,2025-05-11,600000,-0.0350201001676475
600000.SH,2025-05-14,600000,-0.0350201001676475
600000.SH,2025-05-15,600000,-0.0350201001676475
600000.SH,2025-05-16,600000,-0.0350201001676475
600000.SH,2025-05-17,600000,-0.0350201001676475
600000.SH,2025-05-18,600000,-0.0350201001676475
600000.SH,2025-05-21,600000,-0.0350201001676475
600000.SH,2025-05-22,600000,-0.0350201001676475
600000.SH,2025-05-23,600000,-0.0350201001676475
600000.SH,2025-05-24,600000,-0.03376361923328466
600000.SH,2025-05-25,600000,-0.03376361923328466
600000.SH,2025-05-29,600000,-0.03376361923328466
600000.SH,2025-05-30,600000,-0.03376361923328466
600000.SH,2025-05-31,600000,-0.03376361923328466
600000.SH,2025-06-01,600000,-0.03376361923328466
600000.SH,2025-06-04,600000,-0.03376361923328466
600000.SH,2025-06-05,600000,-0.03376361923328466
600000.SH,2025-06-06,600000,-0.03376361923328466
600000.SH,2025-06-07,600000,-0.03376361923328466
600000.SH,2025-06-08,600000,-0.03376361923328466
600000.SH,2025-06-11,600000,-0.03376361923328466
600000.SH,2025-06-12,600000,-0.03376361923328466
600000.SH,2025-06-13,600000,-0.03376361923328466
600000.SH,2025-06-14,600000,-0.03376361923328466
600000.SH,2025-06-15,600000,-0.03376361923328466
600000.SH,2025-06-18,600000,-0.03376361923328466
600000.SH,2025-06-19,600000,-0.03376361923328466
600000.SH,2025-06-20,600000,-0.03376361923328466
600000.SH,2025-06-21,600000,-0.03376361923328466
600000.SH,2025-06-22,600000,-0.03213794439860059
600000.SH,2025-06-25,600000,-0.03213794439860059
600000.SH,2025-06-26,600000,-0.03213794439860059
600000.SH,2025-06-27,600000,-0.03213794439860059
600000.SH,2025-06-28,600000,-0.03213794439860059
600000.SH,2025-06-29,600000,-0.03213794439860059
600000.SH,2025-07-02,600000,-0.03213794439860059
600000.SH,2025-07-03,600000,-0.03213794439860059
600000.SH,2025-07-04,600000,-0.03213794439860059
600000.SH,2025-07-05,600000,-0.03213794439860059
600000.SH,2025-07-06,600000,-0.03213794439860059
600000.SH,2025-07-09,600000,-0.03213794439860059
600000.SH,2025-07-10,600000,-0.03213794439860059
600000.SH,2025-07-11,600000,-0.03213794439860059
600000.SH,2025-07-12,600000,-0.03213794439860059
600000.SH,2025-07-13,600000,-0.03213794439860059
600000.SH,2025-07-16,600000,-0.03213794439860059
600000.SH,2025-07-17,600000,-0.03213794439860059
600000.SH,2025-07-18,600000,-0.03213794439860059
600000.SH,2025-07-19,600000,-0.03213794439860059
600000.SH,2025-07-20,600000,-0.035548204656884096
600000.SH,2025-07-23,600000,-0.035548204656884096
600000.SH,2025-07-24,600000,-0.035548204656884096
600000.SH,2025-07-25,600000,-0.035548204656884096
600000.SH,2025-07-26,600000,-0.035548204656884096
600000.SH,2025-07-27,600000,-0.035548204656884096
600000.SH,2025-07-30,600000,-0.035548204656884096
600000.SH,2025-07-31,600000,-0.035548204656884096
600000.SH,2025-08-01,600000,-0.035548204656884096
600000.SH,2025-08-02,600000,-0.035548204656884096
600000.SH,2025-08-03,600000,-0.035548204656884096
600000.SH,2025-08-06,600000,-0.035548204656884096
600000.SH,2025-08-07,600000,-0.035548204656884096
600000.SH,2025-08-08,600000,-0.035548204656884096
600000.SH,2025-08-09,600000,-0.035548204656884096
600000.SH,2025-08-10,600000,-0.035548204656884096
600000.SH,2025-08-13,600000,-0.035548204656884096
600000.SH,2025-08-14,600000,-0.035548204656884096
600000.SH,2025-08-15,600000,-0.035548204656884096
600000.SH,2025-08-16,600000,-0.035548204656884096
600000.SH,2025-08-17,600000,-0.02924800853339829
600000.SH,2025-08-20,600000,-0.02924800853339829
600000.SH,2025-08-21,600000,-0.02924800853339829
600000.SH,2025-08-22,600000,-0.02924800853339829
600000.SH,2025-08-23,600000,-0.02924800853339829
600000.SH,2025-08-24,600000,-0.02924800853339829
600000.SH,2025-08-27,600000,-0.02924800853339829
